screen_name,favorites_count,followers_count,friends_count,listed_count,statuses_count,scaled_followers,scaled_friends,influence,weighted_influence,cluster,clustering_coeff,degree_centrality,closeness_centrality,label,cycle,triangles,avg_neighbor,majority_neighbor,repliers_cluster_coeff,repliers_closeness,repliers_clique_num,repliers_pagerank,repliers_degree_centrality,connected_to_Trump,connected_to_TheDailyShow,center_node
Deborahw37,31566,331,255,8,11693,0.0010269456897755301,0.0031818125101381284,1.2980392156862746,0.0013330157777086296,3.0,0.0,0.00043871201903552073,0.3232084593864733,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
TheRedMantisEye,8213,436,1233,7,13355,0.0013527139599460154,0.015384999313726716,0.35360908353609083,0.0004783319436629868,0.0,0.0,0.001360183448575992,0.33368767766075,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
mdornic,1041,3888,859,132,1891,0.012062733661169974,0.010718340965524126,4.526193247962747,0.05459826364916048,3.0,4.120576869773564e-06,0.004117550154562297,0.3337282949819161,1,1.0,45.0,2.0,2.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,1.0,0.0,0
SteveTatum85,7781,1260,1727,6,13159,0.003909219242045825,0.02154898119611195,0.7295888824551245,0.002852122898076282,3.0,0.0,0.0,0.0,2,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
PennylessChurch,14122,5415,5333,105,80427,0.016800335075935032,0.06654355339830054,1.0153759609975623,0.017058656372808588,3.0,0.0,0.005253091906644197,0.3344514434434879,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
TheDallasRivers,15493,3250,2695,11,9984,0.010083303600515023,0.03362739103851865,1.2059369202226344,0.012159828089674888,4.0,0.003406415988383201,0.004031217267282215,0.3850928920386321,1,1.0,35657.0,0.6785714285714286,2.0,0.3148148148148148,0.2795310568094041,9.0,0.0020470621682258912,0.03107658157602664,1.0,0.0,0
wolfwhitaker,5321,80,728,1,5732,0.00024820439632036983,0.0090837627740414,0.10989010989010987,2.7275208386853823e-05,3.0,0.0,0.0007188534287810943,0.3328703738278641,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
lennypublic26,2330,393,294,5,8401,0.001219304096923817,0.003668442658747489,1.336734693877551,0.0016298860887451019,2.0,0.0020546721457923886,0.0005109497410453857,0.3295171665515725,2,1.0,345.0,2.0,2.0,1.0,0.20014043353190333,3.0,0.0003719600724142886,0.002219755826859045,1.0,0.0,0
LisaBoopadoop,1488,76,141,0,396,0.0002357941765043513,0.001759355152664612,0.5390070921985816,0.0001270947334349695,3.0,0.0,0.00019997515727121124,0.3277146916512636,-999,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
briantopping66,8589,6539,6514,7,7074,0.02028760684423624,0.08127971251388144,1.0038378876266505,0.02036546839951807,4.0,0.0015117863700175108,0.01557691951924915,0.3930914996071777,2,1.0,236319.0,0.8421052631578947,2.0,0.216140350877193,0.28914637571685303,9.0,0.00514379450545195,0.08435072142064373,1.0,0.0,0
CaptKevinB,31305,628,1142,28,18742,0.0019484045111149032,0.014249528966971537,0.5499124343257443,0.001071451867758458,3.0,0.0,0.0013302312223767794,0.3330141289574441,2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
noyokono,93749,10060,1757,244,175822,0.031211702837286505,0.021923312079657614,5.7256687535572,0.17870787168076396,3.0,9.632435724642762e-08,0.009833139671635507,0.33153933296638644,-2,1.0,6.0,2.0,2.0,0.0,0.17255509518586384,2.0,0.0003908483439530292,0.0011098779134295226,0.0,0.0,0
yellowredsparks,15971,3146,459,69,16921,0.009760637885298544,0.005727262518248631,6.8540305010893245,0.06689970977592423,3.0,0.00010907645687125937,0.003210173890292043,0.33581843627047875,0,1.0,724.0,1.5,2.0,0.16666666666666666,0.20755304218123308,3.0,0.0006759981441106566,0.00443951165371809,1.0,0.0,0
john_stieglitz,14937,4432,4997,5,20126,0.013750523556148487,0.06235104750258912,0.8869321592955773,0.01219578154909948,1.0,0.002612842434973961,0.004671666339247722,0.3814595068017349,0,1.0,36732.0,0.9411764705882352,2.0,0.2335115864527629,0.2682733470746789,7.0,0.0024138579094471154,0.03773584905660377,1.0,0.0,0
wisecc1,109633,5698,5814,86,143327,0.01767835812791834,0.07254532523114933,0.9800481596147232,0.01732564234827635,1.0,0.0017607640553742824,0.006445014319806967,0.3873364715832461,2,1.0,47115.0,1.125,2.0,0.2983870967741936,0.2709499038758845,9.0,0.002280855728807235,0.03551609322974473,1.0,0.0,0
Chuck_Morgan3,971,435,2132,7,3293,0.001349611404992011,0.02660244812397839,0.20403377110694185,0.0002753663044894581,0.0,0.0,0.002299273834704235,0.3331793270954923,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0,0
TracieLiberty,17127,1614,1980,2,7410,0.005007523695763461,0.0247058383140137,0.8151515151515152,0.004081890527758701,2.0,0.0002960324574232203,0.001987418303100672,0.3706577717937467,1,1.0,753.0,0.5,-999.0,0.0,0.2366271613607757,2.0,0.00039596207833829465,0.002219755826859045,1.0,0.0,0
TrumpsWirl,25204,8320,8061,23,27691,0.02581325721731846,0.1005827084087194,1.032130008683786,0.02664263739586771,4.0,0.002826073554471628,0.007456342427945075,0.3579691550712342,-2,1.0,101217.0,0.8867924528301887,2.0,0.2851959361393324,0.26505084440711524,10.0,0.0035363696845150923,0.05882352941176471,1.0,0.0,0
DrNicoleWesley,114,9,14,4,375,2.792299458604161e-05,0.00017468774565464234,0.6428571428571429,1.7950496519598175e-05,3.0,0.0,1.938085224654911e-05,0.2982379024302963,-999,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
dmarscout,8261,84,166,1,4394,0.0002606146161363883,0.0020712975556193306,0.5060240963855421,0.00013187727563528082,2.0,0.0,0.0003118555316035629,0.3289776636707004,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
cduff22,1846,397,340,1,708,0.0012317143167398352,0.004242416680184171,1.1676470588235297,0.0014382075992521017,1.0,0.0039089826861248645,0.0023433212261736646,0.3763969367269479,2,1.0,13824.0,0.7333333333333333,-999.0,0.3904761904761905,0.2615168331483537,6.0,0.0011919965947781944,0.016648168701442843,1.0,0.0,0
ArtieVandelay1,18559,7032,6606,8,11131,0.021817166436560502,0.08242766055675481,1.064486830154405,0.02322408634300537,3.0,0.0003396443427872647,0.00816198163928534,0.3418592159165119,0,1.0,14576.0,-0.5,-2.0,0.12121212121212124,0.195269759264534,4.0,0.003914471346125872,0.013318534961154274,1.0,0.0,0
jersey2bronx,6571,1493,3361,52,20795,0.004632114546328902,0.04193753665323235,0.4442130318357632,0.0020576456464353023,0.0,2.275402634469062e-05,0.0034356965346155235,0.3395545318775083,-2,1.0,173.0,0.0,0.0,0.0,0.15243856854502486,2.0,0.0005944502937841162,0.0011098779134295226,0.0,1.0,0
Quin4Trump,121184,15320,15382,76,86582,0.04753114189535082,0.1919319216899792,0.9959693147835132,0.0473395588243905,4.0,0.0011634851418415855,0.014895065899302378,0.3634150101259223,-999,1.0,166299.0,0.9827586206896552,2.0,0.3079249848759831,0.2697079639039553,12.0,0.0038934650032456187,0.06437291897891233,0.0,0.0,0
Crutnacker,9487,7801,4122,290,141360,0.02420303119619006,0.05143306339917398,1.8925278990781167,0.04580491178104771,0.0,2.0863134183831025e-05,0.009774116167066471,0.3376665066616536,0,1.0,1284.0,0.5,-999.0,0.0,0.19890012661987466,2.0,0.0016163140931499851,0.00443951165371809,0.0,1.0,0
thejohnsloman,5289,247,625,7,5766,0.0007663310736391419,0.0077985600738679625,0.3952,0.00030285404030218886,0.0,0.0,0.0007549722897860268,0.3329092301587773,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0,0
republiclvr,8993,174,85,10,23126,0.0005398445619968044,0.0010606041700460427,2.047058823529412,0.0011050935739699288,3.0,0.0,0.00023080833129981206,0.3230438043941272,2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
LoserLefties,62,9,29,0,1438,2.792299458604161e-05,0.0003618531874274733,0.3103448275862069,8.665756940495671e-06,2.0,0.01399825021872266,0.00011188037433235169,0.33552053841468005,-1,1.0,112.0,1.0,2.0,1.0,0.21860540232215325,3.0,0.0003543453075123392,0.002219755826859045,1.0,0.0,0
UnmaskDarkness,808,38,47,0,777,0.00011789708825217568,0.0005864517175548707,0.8085106382978723,9.532105007622712e-05,3.0,0.0,0.0,0.0,0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
sasmenot2022,27301,6640,7049,8,31219,0.020600964894590696,0.08795527993711241,0.9419775854731168,0.019405647169822984,4.0,0.002759905824026902,0.008366361535703495,0.3888174676818839,2,1.0,124449.0,0.9782608695652174,2.0,0.3671497584541063,0.2751735968435522,11.0,0.0029730569257978164,0.05105438401775805,1.0,0.0,0
DorisZelaya5,10257,414,483,0,7917,0.0012844577509579134,0.0060267272250851605,0.8571428571428571,0.0011009637865353546,3.0,0.00012537238583650246,0.0008835906728767618,0.3277387261531756,2,1.0,63.0,2.0,2.0,0.0,0.1871939155621832,2.0,0.00030420578022079454,0.0011098779134295226,0.0,0.0,0
murphstix,6911,895,912,2,12088,0.002776786683834137,0.011379658859788129,0.9813596491228068,0.002725026405736352,1.0,0.003371057617869807,0.0011654939782811122,0.3401264597630012,2,1.0,2948.0,1.0,2.0,0.3809523809523809,0.2372632558805628,5.0,0.0006691726025385827,0.00776914539400666,1.0,0.0,0
USCtzn100,581,4,49,2,1425,1.241021981601849e-05,0.0006114071097912483,0.08163265306122447,1.0130791686545707e-06,0.0,0.0,7.399961766864204e-05,0.32799006933655783,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
DerekC2016,39704,7069,7148,58,70199,0.02193196096985868,0.0891905718528131,0.9889479574706213,0.02168956800446712,4.0,0.002286807821642581,0.00692601183465314,0.3580650273253911,2,1.0,70666.0,1.0,2.0,0.29849012775842043,0.25978493359107985,10.0,0.0029010869282746305,0.04661487236403996,1.0,0.0,0
GunsmithA,20884,7105,7160,6,31758,0.022043652948202843,0.08934030420623136,0.99231843575419,0.021874323211868885,3.0,0.0,0.0,0.0,-999,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
Marcia4MoVal,17349,506,533,23,20229,0.0015698928067263392,0.006650612030994598,0.949343339587242,0.0014903672799315714,3.0,1.0,2.6428434881657873e-06,0.3302147636131004,2,1.0,3.0,0.3333333333333333,-999.0,1.0,0.2426444843644519,4.0,0.0004594301088269474,0.0033296337402885685,0.0,0.0,0
djreiner,2560,2848,4701,22,6417,0.008836076509005166,0.05865764945160526,0.6058285471176346,0.005353147393670861,2.0,0.0009703555868317123,0.004492833929881839,0.3838021017354267,2,1.0,12617.0,0.9230769230769232,2.0,0.3461538461538461,0.2565753813592133,6.0,0.0014089956558797265,0.014428412874583798,1.0,0.0,0
Nickarama1,164,2232,706,108,98891,0.006924902657338318,0.008809253459441248,3.1614730878186967,0.02189289338693927,3.0,7.155816693359212e-05,0.002397939991595757,0.3348497519140466,-2,1.0,265.0,1.5,1.0,1.0,0.19980063653100028,3.0,0.0003744542951697224,0.002219755826859045,0.0,1.0,0
awinktrump2020,10087,1434,1501,5,2484,0.004449063804042629,0.01872902187340129,0.955363091272485,0.004250471349098687,1.0,0.0030078046380571147,0.0016244677973925707,0.3698732898120631,2,1.0,5111.0,0.3,2.0,0.2,0.24932748923042194,4.0,0.000893396600649559,0.011098779134295227,1.0,0.0,0
CuttleBoogie,3846,68,85,0,3728,0.00021097373687231435,0.0010606041700460427,0.8,0.00016877898949785148,0.0,0.001124859392575928,0.00011188037433235169,0.32520997721998424,0,1.0,9.0,0.0,0.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,0.0,0.0,0
poconomtn,152907,36889,13163,36,91263,0.11445014969827652,0.16424391400371835,2.802476639064043,0.32074387086680256,4.0,0.0005875669710013801,0.04074559900488133,0.4156326225562776,-999,1.0,628462.0,1.0129870129870129,2.0,0.16008827773533654,0.3241944212582897,12.0,0.010352118677986431,0.1709211986681465,1.0,1.0,0
GundlingJh,15043,1946,3135,2,12966,0.006037571940492995,0.039117577330521694,0.6207336523125997,0.0037477240817222865,4.0,0.002597740848385984,0.004991450401315784,0.35630061315818484,2,1.0,41691.0,1.173913043478261,2.0,0.4031620553359684,0.2588326427787958,8.0,0.0016476729200202976,0.025527192008879027,1.0,0.0,0
EffFirst,684,641,1956,64,3275,0.001988737725516964,0.024406373607177168,0.3277096114519427,0.0006517284673089842,3.0,0.0,0.002060536972939925,0.33285807446761584,-999,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0,0
KarmaPolice2016,11209,367,3150,7,14122,0.0011386376681196966,0.039304742772294524,0.1165079365079365,0.0001326603251428345,0.0,6.341114860789329e-05,0.003005793993873889,0.3344385342705612,0,1.0,369.0,0.0,0.0,0.0,0.15093960014975522,2.0,0.0005834907567352093,0.0011098779134295226,1.0,1.0,0
JohnLEE79289477,1742,1615,3367,1,2874,0.005010626250717466,0.04201240282994148,0.4796554796554797,0.002403374337662224,1.0,0.0024923820828802326,0.0031784597684340536,0.3802480678514638,1,1.0,16218.0,0.6,2.0,0.42857142857142855,0.25997623324762703,7.0,0.001219176377039373,0.016648168701442843,1.0,0.0,0
mauigirl10,37482,1074,1206,7,11115,0.003332144020600965,0.015048101518535618,0.8905472636815921,0.002967431739739168,1.0,0.0021374312160205963,0.0018147525285405074,0.34310762893237395,2,1.0,4533.0,0.375,0.0,0.35714285714285715,0.23631039139911475,5.0,0.0007419131448831767,0.00887902330743618,1.0,0.0,0
Uroncrack,7527,39,65,0,1976,0.00012099964320618028,0.0008110502476822678,0.6,7.259978592370817e-05,3.0,0.0,0.00010483279169724292,0.3225613855660732,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
freedom_girlbot,15526,8587,5489,7,6992,0.02664163939003769,0.06849007399273799,1.564401530333394,0.0416782214323654,4.0,0.0025226179669876627,0.008969810798834679,0.3936589051127143,0,1.0,130751.0,0.6808510638297872,2.0,0.3311748381128585,0.2942064372918979,10.0,0.0033511115292030485,0.05216426193118757,1.0,0.0,0
thedenyseshow,10598,586,1162,4,8324,0.0018180972030467086,0.014499082889335312,0.504302925989673,0.0009168717392300957,2.0,0.0005341068382564051,0.0012130651610680965,0.3740960037248167,0,1.0,506.0,0.0,-999.0,1.0,0.2441547197443136,3.0,0.0003968703308122732,0.002219755826859045,1.0,0.0,0
JijiRotelli,18226,1088,2442,6,10284,0.0033755797899570296,0.0304705339206169,0.4455364455364456,0.0015039438212421164,1.0,0.0014203125911404636,0.0027591286016450823,0.3811543880767744,2,1.0,6964.0,0.6666666666666666,-999.0,0.5,0.2582646121070062,5.0,0.00084061240289698,0.009988901220865706,1.0,0.0,0
BrentWagner,1108,559,3003,12,20817,0.001734328219288584,0.03747052144292078,0.18614718614718606,0.00032284031787622986,0.0,0.0,0.0030824364550306967,0.3334844453335313,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0,0
SaraRucraZy,20962,495,625,7,9517,0.0015357647022322884,0.0077985600738679625,0.792,0.0012163256441679725,2.0,0.000604741662768388,0.001070351612707144,0.3701054495584139,0,1.0,446.0,0.0,-999.0,0.0,0.23380644023197186,2.0,0.0004901998874940822,0.002219755826859045,1.0,0.0,0
xrey1,79327,6032,5858,62,75537,0.018714611482555883,0.07309434386034963,1.0297029702970295,0.01927049103154269,1.0,0.0010878109953028187,0.006338419632450947,0.35700909394452146,1,1.0,28153.0,0.8,2.0,0.5947368421052631,0.2549081045128357,10.0,0.0014191087542849525,0.022197558268590455,1.0,0.0,0
nanna121010,2886,3271,3948,0,2085,0.010148457254549121,0.049261944274609136,0.8285207700101317,0.008408207618953945,4.0,0.0032790555989436854,0.003779266188077076,0.3443379273032178,0,1.0,30167.0,0.95,2.0,0.37894736842105264,0.24483198665067785,8.0,0.0014384150426915536,0.022197558268590455,1.0,0.0,0
apostlelaurind4,2220,1854,2819,3,11637,0.00575213688472457,0.03517462535717405,0.6576800283788578,0.0037830655495847297,3.0,0.0,0.0,0.0,1,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
mnsports3,35241,191,1360,8,19671,0.0005925879962148829,0.016969666720736683,0.14044117647058826,8.322375535076665e-05,0.0,0.0,0.0014209688488038053,0.3328778905510388,-1,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0,0
Austinforkeep,46057,574,991,14,32414,0.0017808665435986536,0.01236539685312504,0.5792129162462161,0.001031500904163095,3.0,0.0,0.0012438983350966974,0.3285436418778553,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
CommonGOPvoter,5268,754,611,14,5518,0.002339326435319485,0.007623872328213319,1.2340425531914894,0.002886828366990003,1.0,0.0016538479412584813,0.0016350391713452338,0.3696263747854289,2,1.0,2847.0,0.5,-999.0,0.3333333333333333,0.2451720310765816,4.0,0.0006337926536079139,0.006659267480577137,1.0,0.0,0
gym8juice,2627,137,770,1,2407,0.0004250500286986333,0.009607826011005328,0.17792207792207793,7.56257843268997e-05,3.0,0.0,0.0008007815769142336,0.3242058513861338,-999,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
silverbfly,60808,5476,5309,106,70572,0.016989590928129315,0.066244088691464,1.0314560180825014,0.017524015807578855,1.0,0.0014701029988150578,0.005836279369699447,0.3907614465975899,2,1.0,32257.0,1.24,2.0,0.3566666666666667,0.27012067693211744,8.0,0.001850017474343268,0.02774694783573807,1.0,0.0,0
JMSMark5,57748,4853,4749,35,88839,0.015056699191784434,0.059256578865278325,1.021899347230996,0.015386431075537981,4.0,0.0021416014722300627,0.006140206370838513,0.3894587645340635,2,1.0,52013.0,1.1666666666666667,2.0,0.4166666666666667,0.2680696467352145,8.0,0.0017089641409242411,0.02663706992230855,1.0,0.0,0
lbent,48956,341,589,2,5049,0.0010579712393155765,0.0073493630136131655,0.5789473684210527,0.0006125096648669126,0.0,0.0,0.0008404242292367204,0.3291892810716093,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
BonBee81,189293,4467,2333,30,161863,0.01385911297953865,0.029110465043734324,1.9147021003000428,0.02653607273021824,1.0,0.0014096222895649301,0.004708666148082043,0.3820856166947154,2,1.0,20132.0,0.8571428571428571,2.0,0.2619047619047619,0.2638622755981147,7.0,0.0017192571426393251,0.02330743618201998,1.0,0.0,0
rositagb1958,916,46,238,0,1982,0.00014271752788421268,0.0029696916761289198,0.19327731092436976,2.758406001123438e-05,3.0,0.0,0.0002325702269585893,0.33042941893129274,2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
TonjandHaleg,35130,4472,4982,4,10298,0.013874625754308673,0.062163882060816286,0.8976314733038941,0.012454300757380243,4.0,0.003582557934858239,0.005642470847233956,0.35804119562140924,2,1.0,73474.0,0.8888888888888888,2.0,0.3428571428571429,0.2672579294097483,9.0,0.002508662216914221,0.039955604883462816,1.0,0.0,0
NyyChamps2018,24104,556,1999,14,41859,0.0017250205544265705,0.02494291454025929,0.27813906953476736,0.0004797956119365547,2.0,0.00021929286287316932,0.0021926791473482147,0.3714463178627029,-999,1.0,679.0,1.0,-999.0,1.0,0.2372632558805628,3.0,0.00040537803344817643,0.002219755826859045,1.0,1.0,0
1Ej12,7819,2732,4195,0,5695,0.00847618013434063,0.05234393521580176,0.6512514898688916,0.005520124940886436,1.0,0.0020385522727073414,0.004207406833159936,0.3820107761353388,-999,1.0,23245.0,0.8620689655172413,2.0,0.2019704433497537,0.27262372567588994,6.0,0.0024992606797810558,0.032186459489456164,1.0,0.0,0
dirtysanchez000,7885,212,408,0,2832,0.00065774165024898,0.0050909000162210035,0.5196078431372549,0.00034176772022741117,2.0,0.0017030958205107973,0.0004862832018225049,0.3651223523456827,-999,1.0,259.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0,0
