screen_name,favorites_count,followers_count,friends_count,listed_count,statuses_count,scaled_followers,scaled_friends,influence,weighted_influence,cluster,clustering_coeff,degree_centrality,closeness_centrality,label,cycle,triangles,avg_neighbor,majority_neighbor,repliers_cluster_coeff,repliers_closeness,repliers_clique_num,repliers_pagerank,repliers_degree_centrality,connected_to_Trump,connected_to_TheDailyShow,center_node
ar15_gun,7,1,0,0,860,3.1025549540046227e-06,0.0,1.0,0.0,3.0,0.0,1.7618956587771916e-06,0.24845866515142545,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
sample1_,21456,326,554,5,5936,0.001011432915005507,0.006912643649476561,0.5884476534296029,0.0005951753254364536,2.0,0.0004204932411515839,0.0007761150376913527,0.33257027534022904,1,1.0,163.0,0.0,-999.0,0.0,0.1868966250663195,2.0,0.00031664775324691935,0.0011098779134295226,1.0,0.0,0
SWPerth11,2997,32,68,1,3104,9.928175852814793e-05,0.0008484833360368342,0.4705882352941176,4.6720827542657847e-05,2.0,0.007326732673267326,8.897573076824818e-05,0.3569140106934712,2,1.0,37.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0,0
tonylb17,874,4151,4073,205,156082,0.012878705614073187,0.05082165628938273,1.0191505033145103,0.0131253393086221,1.0,0.0014251757444181461,0.005255734750132361,0.3895193078788646,-999,1.0,25359.0,0.9285714285714286,2.0,0.6373626373626373,0.26665236008329113,8.0,0.0011040831252700977,0.01553829078801332,1.0,0.0,0
Jwdny_1118s,9707,1013,2361,2,9062,0.0031428881684066826,0.02945984053504361,0.4290554849639983,0.0013484734072833414,1.0,0.0011973659130165893,0.0022939881477279035,0.3766519834886168,2,1.0,4058.0,0.7142857142857143,2.0,0.6190476190476191,0.2543571503964535,5.0,0.0006908321339320878,0.00776914539400666,1.0,0.0,0
Amusedandhappy,33049,2774,3773,3,26684,0.008606487442408823,0.04707834745392611,0.7352239597137556,0.006327695776634528,0.0,0.0001352751537991073,0.004063812336969593,0.3353701526127169,2,1.0,1439.0,-1.0,-2.0,0.0,0.1330749056729278,2.0,0.0008646390979169278,0.002219755826859045,0.0,1.0,0
imnottayediggs,12937,1931,232,17,8034,0.005991033616182927,0.0028948254994197874,8.323275862068966,0.04986502548641912,3.0,9.465855307640295e-05,0.0019169424767495843,0.3357126572368324,-1,1.0,224.0,0.0,0.0,0.0,0.15396760782829372,2.0,0.0009348459378262528,0.002219755826859045,0.0,0.0,0
ScottDavidson54,1787,195,98,5,28435,0.0006049982160309013,0.0012228142195824965,1.9897959183673468,0.001203822980877814,3.0,0.0,0.00026692719230474453,0.3311540736015086,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
DavidTrevor10,9508,1096,1194,20,23892,0.0034004002295890665,0.014898369165117354,0.917922948073702,0.003121305403374889,3.0,0.0,0.0,0.0,-999,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
Oalonso1105,3373,17,126,0,2633,5.274343421807859e-05,0.001572189710891781,0.1349206349206349,7.1161776325979035e-06,3.0,0.0,0.00014007070487278674,0.3232934280981329,-999,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
NoVaTwitr,5093,399,723,2,9004,0.0012379194266478445,0.009021374293450457,0.5518672199170125,0.0006831671524654081,0.0,0.0004700319386702326,0.000813114846525674,0.3307866739663715,-2,1.0,200.0,0.0,0.0,0.0,0.11084700934074647,2.0,0.0007172158647660086,0.0011098779134295226,0.0,1.0,0
CS70,23338,2573,724,102,6280,0.007982873896653895,0.009033851989568648,3.553867403314917,0.02837007532609181,3.0,6.668889629876625e-05,0.0026428434881657875,0.3299257613749041,0,1.0,300.0,0.0,0.0,0.0,0.15100415943125642,2.0,0.0005868105052086063,0.0011098779134295226,0.0,0.0,0
NFL_Kneelers,13062,593,1471,8,14341,0.0018398150877247405,0.018354690989855642,0.40312712440516657,0.0007416793657517143,2.0,0.0004258037044922291,0.0018808236157446519,0.3742253844368987,2,1.0,970.0,0.0,-999.0,0.06666666666666668,0.23806319942702456,3.0,0.001066322957441358,0.006659267480577137,1.0,0.0,0
ghog62,41,7,51,0,114,2.171788467803236e-05,0.0006363625020276258,0.13725490196078433,2.980886132278952e-06,3.0,0.0,4.580928712820698e-05,0.3089212394368853,-1,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
Suectoo,1627,89,455,0,1310,0.00027612739090641144,0.005677351733775876,0.1956043956043956,5.401173140806729e-05,0.0,0.0,0.0004545690799645153,0.33270265376280195,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0,0
underdogette,4952,186,402,1,4232,0.0005770752214448599,0.005016033839511873,0.4626865671641791,0.00026700495320583067,2.0,0.001019363247067585,0.0005779017760789187,0.3352668343612871,0,1.0,219.0,1.0,1.0,0.0,0.20151125841910816,2.0,0.00029733221876715785,0.0011098779134295226,1.0,0.0,0
CatyKean,9562,153,98,1,10150,0.00047469090796270735,0.0012228142195824965,1.5612244897959184,0.000741099070594839,2.0,0.004546208727393397,0.00021671316602959456,0.361406144594969,2,1.0,137.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0,0
US_Patriot_BN,14282,6266,6215,6,10690,0.01944060934179297,0.07754888137454301,1.008205953338697,0.01960013807492755,4.0,0.004071714677648881,0.0055561379599538725,0.3837823768857728,2,1.0,80970.0,1.0769230769230769,2.0,0.3481781376518219,0.2703275074657561,10.0,0.0026413914281096487,0.04328523862375139,1.0,0.0,0
LittleItaly53,21793,1094,1045,0,10156,0.003394195119681057,0.013039192443507227,1.04688995215311,0.0035533487664412217,1.0,0.0011221955425732935,0.0012271603263383142,0.32953467340068066,-999,1.0,1088.0,0.6666666666666666,0.0,0.0,0.20208799356054807,2.0,0.0006516680340429352,0.006659267480577137,0.0,0.0,0
Ferniewap,7003,335,179,6,10116,0.0010393559095915486,0.002233507605155784,1.8715083798882681,0.0019451632944869767,3.0,0.0,0.00035326007958482684,0.33237404628113865,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
DallasDrilling,3776,1144,571,38,9094,0.0035493228673812885,0.007124764483485768,2.003502626970228,0.007111077688763914,0.0,0.0,0.0014086355791923647,0.3328307458098008,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0,0
MomSfbr,102698,892,644,13,78088,0.002767479018972124,0.008035636300113547,1.3850931677018634,0.003833216280936544,2.0,0.002674397507807403,0.0014183260053156393,0.3771567238941036,0,1.0,3464.0,1.0,2.0,0.32142857142857145,0.2582646121070062,4.0,0.0007757065990159767,0.00887902330743618,1.0,0.0,0
Tspinnerchaser,5119,1130,2011,2,20579,0.003505887098025224,0.025092646893677552,0.5619094977623074,0.001969991258462707,1.0,0.002135287138519742,0.002582939035767363,0.3806554928909642,-999,1.0,9175.0,0.8461538461538461,1.0,0.5,0.2676631726688988,6.0,0.001085934842634442,0.014428412874583798,1.0,0.0,0
Snob_Monster,6592,137,10,0,8925,0.0004250500286986333,0.0001247769611818874,13.7,0.005823185393171276,3.0,0.0,0.00014095165270217532,0.31611163469121484,-999,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
BillHar64659704,1595,1204,2284,5,3287,0.0037354761646215657,0.02849905793394308,0.5271453590192644,0.00196913892390734,2.0,0.0008029757755935192,0.0025591534443738712,0.3712470759583262,0,1.0,3387.0,0.7272727272727273,2.0,0.2363636363636364,0.2536262390447396,4.0,0.0010230044346036763,0.01220865704772475,1.0,0.0,0
bRedRep,421,19,86,4,2337,5.894854412608784e-05,0.0010730818661642317,0.22093023255813954,1.3023515562740336e-05,3.0,0.0,8.985667859763677e-05,0.31266319162656464,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
Ionlytwatdrunk,536,252,125,1,2612,0.0007818438484091647,0.0015597120147735925,2.016,0.0015761971983928767,2.0,0.0018433179723502304,0.00024666539222880686,0.3673134229658573,0,1.0,72.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0,0
buybuydandavis,97153,834,347,13,74819,0.0025875308316398553,0.004329760553011492,2.403458213256484,0.006219022229359191,2.0,0.0,0.0010994228910769675,0.3321167192437529,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
MAGA_TD_Corky,54487,10264,10766,2,6569,0.03184462404790345,0.13433487640841996,0.9533717258034552,0.030359764186111925,4.0,0.001600518184382742,0.012934076031083364,0.39903723657381385,2,1.0,172493.0,0.9242424242424242,2.0,0.20792540792540792,0.2920163149299235,10.0,0.004903304957874739,0.0732519422863485,1.0,0.0,0
yahboilaobao,1120,167,1372,0,1822,0.000518126677318772,0.01711939907415495,0.1217201166180758,6.306643958617705e-05,3.0,0.0,0.0012888266743955154,0.3330031867030107,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
fd0_nl,842,100,362,6,2439,0.00031025549540046225,0.0045169259947843215,0.27624309392265195,8.570593795592881e-05,3.0,0.0,0.0003884979927603708,0.3304983061584276,2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
walshfam_ire,11030,69,157,0,790,0.00021407629182631897,0.001958998290555632,0.4394904458598726,9.408448494277713e-05,2.0,0.0,0.00018852283548915951,0.3251065844092108,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
RyRyTheGy,1624,111,315,1,7895,0.00034438359989451316,0.003930474277229453,0.3523809523809524,0.0001213542209152094,2.0,0.0026985153035573198,0.00038937894058975936,0.3672555451865783,2,1.0,263.0,0.0,-999.0,0.0,0.2339613815442528,2.0,0.000475061357017379,0.002219755826859045,1.0,0.0,0
shit_anaconda,43162,489,1149,24,35707,0.0015171493725082605,0.01433687283979886,0.4255874673629243,0.0006456797590570402,2.0,0.0008839284271843764,0.0011602082913047807,0.3408775309419025,-999,1.0,766.0,0.5,0.0,0.6666666666666666,0.2187408455701843,4.0,0.0005278426306514264,0.00443951165371809,0.0,0.0,0
Vickiwhatever,11221,540,721,9,34188,0.0016753796751624965,0.00899641890121408,0.7489597780859917,0.001254791989719484,2.0,0.0014076512657509364,0.0010130900037968852,0.3716566039991449,0,1.0,930.0,1.1666666666666667,2.0,0.26666666666666666,0.2421452158781053,3.0,0.0006874573952971563,0.006659267480577137,1.0,0.0,0
Btully41Tully,37425,1895,2260,27,22759,0.00587934163783876,0.02819959322710655,0.8384955752212391,0.004929801948541792,1.0,0.0016611496103300669,0.00328769729927824,0.3806357072072288,-999,1.0,11565.0,0.5714285714285714,0.0,0.4505494505494506,0.2622940005574127,6.0,0.0011362328423117547,0.01553829078801332,1.0,0.0,0
Meow4Panthers,93118,2337,4999,34,14488,0.007250670927508803,0.0623760028948255,0.46749349869974,0.003389641519821579,0.0,0.00011483702289331421,0.005037259688443991,0.3358919745760645,2,1.0,1877.0,0.3333333333333333,2.0,0.3333333333333333,0.13337654882896768,3.0,0.0015251980720687075,0.0033296337402885685,0.0,0.0,0
17erudolph,856,196,1184,4,5584,0.000608100770984906,0.014773592203935466,0.16554054054054054,0.00010066533033196079,3.0,0.00010725010725010724,0.0011417083868876202,0.3695672845526712,0,1.0,90.0,0.0,-999.0,0.0,0.2333428451753321,2.0,0.0003313868371232964,0.0011098779134295226,1.0,0.0,0
CindyKayHogan1,4828,7975,8096,3,221962,0.024742875758186855,0.10101942777285602,0.9850543478260868,0.02437307734332266,4.0,0.0021471841556681558,0.009568855322818929,0.3980030930645457,2,1.0,126654.0,0.9298245614035088,2.0,0.2669172932330827,0.28108895282665397,10.0,0.00401089083194396,0.06326304106548279,1.0,0.0,0
O_Q_R,15003,1440,103,2,2525,0.004467679133766657,0.00128520270017344,13.980582524271846,0.062460756821592085,3.0,0.0,0.0,0.0,-999,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
pinkban76914449,31779,284,201,2,36586,0.0008811256069373129,0.0025080169197559364,1.4129353233830846,0.0012449734943790886,3.0,0.0004569916309144607,0.00047747372352861887,0.3377709073854873,2,1.0,67.0,0.0,0.0,0.0,0.15243856854502486,2.0,0.0005944502937841162,0.0011098779134295226,0.0,0.0,0
rburrows87,1792,234,389,10,1648,0.0007259978592370817,0.004853823789975419,0.6015424164524421,0.000436718506584774,3.0,0.0,0.0005127116367041628,0.3318441699376546,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
Nunyabiz1111,29620,1224,1014,9,29555,0.003797527263701658,0.01265238386384338,1.2071005917159765,0.004583997407071824,1.0,0.0016044405132603866,0.0018658475026450461,0.33940649669516165,2,1.0,3597.0,1.2857142857142858,2.0,0.3809523809523809,0.2313549965598149,4.0,0.0006972655777295884,0.00776914539400666,1.0,0.0,0
Kate4Djt,25807,1701,2172,6,24630,0.005277445976761864,0.027101555968705938,0.7831491712707183,0.0041330274431270395,3.0,0.2,1.3214217440828935e-05,0.3323382339190158,0,1.0,21.0,1.2,2.0,0.2,0.2545405369504524,4.0,0.001413030131513987,0.016648168701442843,0.0,0.0,0
PenWize,526,233,393,19,767,0.0007228953042830771,0.004903734574448174,0.5928753180661578,0.0004285867834553613,3.0,0.0,0.00043783107120613215,0.3317839335553788,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
RKJ65,74182,8108,7277,22,70029,0.02515551556706948,0.09080019465205943,1.1141954101965097,0.028028159985955658,3.0,0.00017805992978802134,0.010479755378406735,0.34122040690891997,-2,1.0,12598.0,-0.07692307692307693,0.0,0.08974358974358974,0.21435805995766696,3.0,0.004428999754654571,0.014428412874583798,0.0,0.0,0
joeptweet18,1505,987,1135,2,11161,0.0030622217396025627,0.014162185094144216,0.8696035242290749,0.002662918816729277,1.0,0.002294556632444248,0.0013355169093531116,0.3410192705160069,-999,1.0,2635.0,0.6666666666666666,0.0,0.3333333333333333,0.23631039139911475,3.0,0.0006103221920012771,0.006659267480577137,1.0,0.0,0
RHinegardner,7493,379,618,4,11152,0.001175868327567752,0.007711216201040641,0.6132686084142395,0.0007211231329258544,1.0,0.0023851376310392697,0.0006985916287051562,0.3666691221155904,0,1.0,749.0,1.0,-999.0,1.0,0.2366271613607757,3.0,0.0003894546320086783,0.002219755826859045,1.0,0.0,0
demsrdopes,35488,3693,4963,16,117216,0.011457735445139072,0.06192680583457071,0.7441063872657667,0.008525774128329356,1.0,0.0015855143191028519,0.005750827430248753,0.38699536013668745,-999,1.0,33778.0,0.9090909090909092,2.0,0.4199134199134199,0.2672579294097483,8.0,0.0016105787550197686,0.0244173140954495,1.0,0.0,0
roharmon,50772,1724,1992,0,15430,0.00534880474070397,0.024855570667431968,0.8654618473895582,0.0046291864322156855,1.0,0.0035726637006817078,0.002058775077281149,0.3389808796964912,0,1.0,9752.0,1.0,2.0,0.3523809523809524,0.2328810849276237,6.0,0.001121085358281627,0.016648168701442843,1.0,0.0,0
Trumpology911,117191,4361,4767,18,41144,0.01353024215441416,0.05948117739540571,0.9148311306901616,0.012377886728634394,4.0,0.001769698235988666,0.005670661177774389,0.3493310029011818,-999,1.0,36658.0,0.56,2.0,0.26,0.2505661637688272,6.0,0.0017520537410840586,0.02774694783573807,1.0,0.0,0
ether_d_r_i_f_t,2409,43,128,1,5254,0.0001334098630221988,0.0015971451031281587,0.3359375,4.481737585901991e-05,3.0,0.0,0.0,0.0,1,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
js4ms1,1726,26,48,2,971,8.066642880412019e-05,0.0005989294136730595,0.5416666666666666,4.3694315602231766e-05,2.0,0.0,6.254729588659029e-05,0.3106929924353479,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
chadfelixg,88510,16740,1196,339,77181,0.05193676993003738,0.01492332455735373,13.996655518394649,0.7269410774488511,3.0,5.772805877463589e-05,0.015932822442322143,0.3484931431285501,0,1.0,9441.0,0.9333333333333332,2.0,0.21904761904761905,0.2364686702948945,5.0,0.0015051612218406796,0.016648168701442843,1.0,0.0,0
IKnowFB,21156,97,176,12,10591,0.0003009478305384484,0.002196074516801218,0.5511363636363636,0.00016586329296721302,2.0,0.002389705882352941,0.00022552264432348053,0.33077992615509005,0,1.0,78.0,0.0,0.0,0.0,0.21280754957822634,2.0,0.00030519643062211965,0.0011098779134295226,1.0,0.0,0
G_Pond47,59902,11660,12076,157,105023,0.0361757907636939,0.1506806583232472,0.9655515071215636,0.034929589293198976,4.0,0.0015766627692309222,0.013229193553928544,0.4004433188918055,2,1.0,177765.0,0.7183098591549296,2.0,0.2655935613682093,0.2861002631687824,12.0,0.0048125902487146715,0.07880133185349612,1.0,0.0,1
kianats,2597,3397,4179,7,6914,0.010539379178753704,0.052144292077910735,0.8128738932759033,0.008567186185744514,3.0,0.0,0.0,0.0,2,0.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
sharon2go,6586,112,312,1,1320,0.00034748615484851773,0.003893041188874886,0.35897435897435903,0.00012473861968921148,0.0,0.0002824326868762945,0.0004977355236045566,0.33324300632732995,2,1.0,45.0,1.0,1.0,0.0,0.0011098779134295226,2.0,0.0015980819679319394,0.0011098779134295226,1.0,0.0,0
kacee1013,33190,963,1292,8,23641,0.0029877604207064518,0.01612118338469985,0.7453560371517027,0.002226945267136465,2.0,0.0028272901230275553,0.0017363481717249224,0.3829653213564274,2,1.0,5489.0,0.5454545454545454,-999.0,0.4363636363636363,0.2622940005574127,5.0,0.000984921749264308,0.01220865704772475,1.0,0.0,0
Dunn_Mark,8972,2246,2294,4,5760,0.006968338426694382,0.02862383489512496,0.979075850043592,0.0068225318685072285,0.0,0.0011295468499289724,0.002363583026249602,0.3372781086063709,-1,1.0,4064.0,0.25,2.0,0.6666666666666666,0.13542298609523495,4.0,0.0014373191181692867,0.00443951165371809,0.0,1.0,0
ArthurDanse,3937,166,344,5,7860,0.0005150241223647674,0.004292327464656926,0.4825581395348838,0.00024852908230392853,0.0,0.0,0.00045192623647634963,0.33309758729977823,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,1.0,0
SueCQ58,46746,2042,2668,0,14635,0.006335417216077439,0.03329049324332755,0.7653673163418291,0.004848921272575012,0.0,0.0005758567610338526,0.003114150576888686,0.3361070103045947,0,1.0,3597.0,0.3333333333333333,2.0,0.06666666666666668,0.1325751876643926,3.0,0.002446245848438255,0.006659267480577137,0.0,0.0,0
rebarnick9,5863,1854,2705,6,5350,0.00575213688472457,0.03375216799970054,0.6853974121996304,0.003942499735408264,1.0,0.0021483388663062646,0.003062174654954759,0.34596996954177417,2,1.0,12975.0,1.0,2.0,0.3333333333333333,0.24181351010292976,6.0,0.0010485789075500762,0.014428412874583798,1.0,0.0,0
fibarda,84640,1495,163,93,123875,0.004638319656236911,0.0020338644672647645,9.171779141104297,0.04254164347284775,2.0,0.0015331267916020815,0.001545182492747597,0.3417194521807626,2,1.0,2357.0,1.0,0.0,0.2380952380952381,0.2385457599664037,4.0,0.0007168345511375947,0.00776914539400666,1.0,0.0,0
scrolling_2468,2147,11,785,0,241,3.4128104494050846e-05,0.00979499145277816,0.014012738853503185,4.78228215840203e-07,0.0,0.0,0.0007003535243639338,0.33195179625941096,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,1.0,0
hiweendomasa,137,17,26,0,931,5.274343421807859e-05,0.0003244200990729072,0.6538461538461539,3.448609160412831e-05,3.0,0.0,3.347601751676664e-05,0.2961284668448134,-1,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
FranBarreraReal,75436,3396,727,10,134160,0.010536276623799698,0.009071285077923213,4.671251719394773,0.049217600294943285,1.0,0.0014182001306412893,0.004283168346487353,0.380904841037001,2,1.0,16759.0,0.7777777777777778,2.0,0.32679738562091504,0.2678662555009693,6.0,0.0013920900556007427,0.019977802441731408,1.0,0.0,0
SoCalOCPatriot,3717,366,1095,1,4358,0.001135535113165692,0.013663077249416669,0.33424657534246577,0.0003795487227567518,1.0,0.001471091344509066,0.0010439231778254859,0.3739212537234885,1,1.0,1032.0,0.0,-999.0,0.5,0.2472323002452924,3.0,0.0005491231210171753,0.00443951165371809,1.0,0.0,0
klodirector,8565,75,102,0,6335,0.00023269162155034669,0.0012727250040552509,0.7352941176470589,0.00017109678055172553,2.0,0.005097022265939373,0.00018676093983038234,0.3398280966986311,0,1.0,114.0,2.0,2.0,0.0,0.2161957898042116,2.0,0.00036339246464185367,0.002219755826859045,1.0,0.0,0
Dcdave11,14,23,58,2,13582,7.135876394210634e-05,0.0007237063748549467,0.3965517241379311,2.8297440873593892e-05,3.0,0.0,7.311866983925345e-05,0.3303185477407027,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
Deblovscats,15166,757,1163,18,4666,0.0023486341001814994,0.014511560585453503,0.6509028374892519,0.0015287326000321536,1.0,0.003048757715261716,0.0011170418476647394,0.37805867551671263,-2,1.0,2449.0,1.0,2.0,0.5333333333333333,0.25380857278955965,5.0,0.0006206477136507742,0.006659267480577137,1.0,0.0,0
telepastor,35283,1337,2054,29,12077,0.004148115973504181,0.02562918782675967,0.6509250243427459,0.002700112491029742,1.0,0.0014486631669290758,0.0031344123769646236,0.3780133496013645,-1,1.0,9167.0,1.1333333333333333,2.0,0.4,0.259593915257557,6.0,0.0013581444523330106,0.016648168701442843,1.0,0.0,0
JayKliever,830,1538,3100,4,1890,0.004771729519259109,0.03868085796638509,0.4961290322580645,0.002367393548587261,4.0,0.0048493803097544325,0.0030824364550306967,0.3792508600758684,2,1.0,29677.0,0.7272727272727273,2.0,0.42857142857142855,0.27304541744027644,8.0,0.0017069736577362865,0.0244173140954495,1.0,0.0,0
arrowsmithwoman,13741,7058,7325,325,217490,0.021897832865364626,0.0913991240657325,0.9635494880546076,0.021099645646927446,1.0,0.000986005807446664,0.007539151523907603,0.3915265021947291,2,1.0,36103.0,0.7407407407407407,2.0,0.31054131054131057,0.26929651010700034,7.0,0.002056062467101986,0.02996670366259712,1.0,0.0,0
JohnnyMcGarrity,7533,199,278,0,5312,0.0006174084358469199,0.0034687995208564693,0.7158273381294964,0.00044195783717099657,3.0,0.0,0.0004757118278698417,0.33288072161270715,-2,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
ZemanLynnZ,88999,15283,10726,29,52554,0.04741634736205265,0.1338357685636924,1.4248554913294798,0.06756144291760681,3.0,6.139063489758268e-05,0.015530229284291557,0.3397450962622554,-2,1.0,9539.0,-0.1,-2.0,0.1111111111111111,0.16551698300528714,3.0,0.0037620330998139467,0.011098779134295227,0.0,1.0,0
liberalismental,38928,3714,4225,5,49255,0.011522889099173171,0.05271826609934742,0.8790532544378699,0.01012923316315483,4.0,0.003097572980416809,0.004047955276040597,0.3869109344751484,1,1.0,32694.0,0.7894736842105263,0.0,0.456140350877193,0.2648520065643492,8.0,0.0013878010345689251,0.021087680355160933,1.0,0.0,0
Cat_5_Cane,5306,1194,2429,36,13363,0.003704450615081519,0.030308323871080445,0.4915603128859613,0.001820960903420064,0.0,0.0,0.002504534678951777,0.33389184536885114,1,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
JackieGlo305,74403,460,126,32,38439,0.0014271752788421266,0.001572189710891781,3.65079365079365,0.005210322446566493,2.0,0.0008162914590135763,0.00046602140174656717,0.3314210385962934,0,1.0,114.0,2.0,2.0,0.0,0.1966839692202103,2.0,0.0003137041332580228,0.0011098779134295226,1.0,0.0,0
esamuel101,3873,72,91,0,4934,0.00022338395668833287,0.001135470346755175,0.7912087912087912,0.00017674335034681282,2.0,0.0,0.00024137970525247524,0.3287512732593196,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
truthwarrior324,23230,2234,2100,10,26046,0.006931107767246327,0.02620316184819635,1.0638095238095238,0.007373378453346806,4.0,0.0025419446532472675,0.002857794758536605,0.37415963453310136,1,1.0,13371.0,0.375,2.0,0.19166666666666668,0.2607442575703674,4.0,0.0013067967305542285,0.01775804661487236,1.0,0.0,0
WendyPeterPan4u,32266,6323,5816,99,109868,0.01961745497417124,0.0725702806233857,1.0871733149931224,0.021327573555998056,3.0,4.209843072358783e-05,0.0055156143598019975,0.3327432267100375,0,1.0,825.0,0.0,0.0,0.0,0.15068191410596565,2.0,0.0009966717816982614,0.002219755826859045,0.0,0.0,0
DTNCA,11671,792,1061,41,52147,0.002457223523571661,0.013238835581398252,0.7464655984919887,0.001834232828151513,1.0,0.0016657753076177895,0.001534611118794934,0.3753316609687096,2,1.0,2526.0,0.5,2.0,0.5333333333333333,0.2552767351773517,4.0,0.0006521089758455222,0.006659267480577137,1.0,0.0,0
FIT_PR0,7888,666,2725,2,6567,0.0020663015993670785,0.03400172192206431,0.24440366972477065,0.0005050116936434768,0.0,0.00019093409733770045,0.0024860347745346172,0.3349952221493369,0,1.0,760.0,1.0,2.0,0.0,0.13322555650953866,2.0,0.0010127958692987638,0.002219755826859045,0.0,1.0,0
INVUQT,40500,3927,4997,158,106174,0.012183733304376151,0.06235104750258912,0.7858715229137483,0.009574849046685045,1.0,0.0004701923193201116,0.005608113881887801,0.3816480481290155,-999,1.0,9526.0,1.0,2.0,0.2948717948717949,0.259593915257557,4.0,0.0011191151372190846,0.014428412874583798,1.0,1.0,0
PeacemakerRD58,19,76,278,1,4844,0.0002357941765043513,0.0034687995208564693,0.2733812949640288,6.446171731773634e-05,0.0,0.0,0.0002977603663333454,0.3320973823369189,1,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
100011crusader,28,1133,1199,38,43248,0.003515194762887237,0.014960757645708297,0.9449541284403672,0.0033216978034622518,2.0,0.0025910242579802512,0.0017337053282367569,0.3787239484265088,0,1.0,5015.0,0.8181818181818182,2.0,0.3636363636363637,0.2523572013940511,5.0,0.001008364122215083,0.01220865704772475,1.0,0.0,0
mlwelch31,10467,67,164,1,7498,0.00020787118191830967,0.002046342163382953,0.4085365853658536,8.492298285687043e-05,2.0,0.0,0.00020790368773570856,0.32694716196631884,1,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,1.0,0.0,0
drewdmat,2306,451,1062,26,3479,0.0013992522842560847,0.013251313277516441,0.4246704331450094,0.0005942210736341753,3.0,0.0,0.0010588992909250925,0.3284694834637124,0,1.0,0.0,-999.0,-999.0,0.0,0.0,1.0,0.00023971293693314288,0.0,0.0,0.0,0
GodsCHOICE936,30068,1717,1622,38,33660,0.0053270868560259385,0.02023882310370213,1.058569667077682,0.005639092559677272,1.0,0.002379834809841989,0.0028058188366026767,0.3838799827862137,2,1.0,12067.0,1.3846153846153846,2.0,0.5769230769230769,0.26287991418486784,7.0,0.0011740988725396995,0.014428412874583798,1.0,0.0,0
