UserID,TwitterName,Followers,Followings,Verified,FakeNews
32686899.0,MauryO,587,770,False,Backer
226325141.0,realJDRico,20191,15257,False,Backer
2472844700.0,RightandIrish,2284,3295,False,Backer
100596971.0,Bodydoc2002,6210,5901,False,Backer
723099997.0,shj3c905,853,1096,False,Backer
8.24706e+17,Imustopine,573,598,False,Backer
8.28655e+17,brunettoburd,1538,1035,False,Backer
22026906.0,HardlyApathetic,2088,3694,False,Backer
1316946145.0,poordadjcu,143,577,False,Backer
9.33297e+17,Danwray7,109,151,False,Backer
7.30591e+17,shit_anaconda,494,1151,False,Backer
19790638.0,alaphiah,10169,9284,False,Backer
2194758303.0,RiderJuanita,3483,4374,False,Backer
8.16281e+17,openingsalvo75,23,138,False,Backer
8.21215e+17,rora1_kiki,315,544,False,Backer
8.28645e+17,inflamednettin1,372,380,False,Backer
796280.0,Buckarama,253,454,False,Backer
3447154283.0,DCBlossomz,837,789,False,Backer
7.63805e+17,pauline_brendar,6516,7136,False,Backer
21023944.0,DANNK2,4291,4444,False,Backer
1241680465.0,AreingAround,336,549,False,Backer
3105393939.0,crouch164,366,443,False,Backer
8.29884e+17,butcherwing1,825,866,False,Backer
2743117965.0,dykbcg,71,780,False,Backer
8.20698e+17,nigsainthuman,87,529,False,Backer
8.24392e+17,roctabot,117,426,False,Backer
9.19711e+17,MAGA_LaLaDee,197,360,False,Backer
8.32991e+17,Inagffa,230,493,False,Backer
3061797379.0,CashBama,8009,4250,False,Backer
30067563.0,MCA420,1099,2539,False,Backer
8.10605e+17,johnnysoxx,975,1158,False,Backer
2948115564.0,gress5970,212,280,False,Backer
2748136453.0,ARealKH,119,576,False,Backer
1063020260.0,DonnVahratian,4666,4557,False,Backer
532463920.0,Chris464209,122,346,False,Backer
8.685e+17,rhod07334710,8468,8256,False,Backer
8.23416e+17,JanMareeSmith2,3224,2389,False,Backer
3236144858.0,MikeHug27257880,41,463,False,Backer
8.14614e+17,djdakota49,1120,1513,False,Backer
1598382890.0,simrob72,1362,2022,False,Backer
8.04005e+17,JanetMy72139732,65,121,False,Backer
541109254.0,Rockydeplorable,2371,3017,False,Backer
191706532.0,poeticrat,581,136,False,Backer
432168639.0,OecSmith,1664,2716,False,Backer
2869696906.0,cynbloemer,333,602,False,Backer
9.20839e+17,13_grimace,86,135,False,Backer
8.31597e+17,JuneSmith888,1856,456,False,Backer
1195535130.0,elgovin,155,600,False,Backer
3168027631.0,Terra_Nulius,2903,3091,False,Backer
936148682.0,heavenlyitalian,14516,7127,False,Backer
9.48029e+17,bearsfortrump,153,252,False,Backer
930467034.0,BrewsterSport,86,131,False,Backer
8.78028e+17,RICKHARWOOD1776,3760,4995,False,Backer
3731237292.0,Yuuuuuuge,844,535,False,Backer
360723409.0,Adam_Taxin,4146,4832,False,Backer
2530520976.0,OldJehle,1685,1050,False,Backer
29303633.0,islandgal7,923,1187,False,Backer
1245118692.0,tjacq_t,1486,1737,False,Backer
483288555.0,rashnok,516,498,False,Backer
4872157347.0,Anuhint1,5053,4992,False,Backer
30534531.0,idannyb,1725,3474,False,Backer
2444984626.0,MarlenePetoskey,1768,832,False,Backer
7.26434e+17,AltStarboard,81,141,False,Backer
7.14888e+17,Kaladious,15766,695,False,Backer
2933819315.0,TheNightlyMuse,185,1374,False,Backer
239403556.0,jmmarty72,825,2813,False,Backer
7.09907e+17,TheMirror11,2451,4348,False,Backer
312077424.0,robdoel,1166,2353,False,Backer
545641287.0,exgiguy,3330,3855,False,Backer
332555593.0,Zaynedj,408,597,False,Backer
7.93482e+17,PhilFtotheW,335,744,False,Backer
362507159.0,VelcroGang,1015,1172,False,Backer
8.5104e+17,BlighWasRight,408,558,False,Backer
15874545.0,JMU2012,928,4996,False,Backer
7.83805e+17,EMezmereyes,1215,1251,False,Backer
2723902734.0,stevenburns131,2139,1438,False,Backer
357870799.0,marklarflash,1492,4992,False,Backer
108374171.0,airstripone84,632,572,False,Backer
2927912262.0,Mar_Rosenkranz,193,162,False,Backer
7.01323e+17,ForFreedomDK,767,798,False,Backer
2411474370.0,Michael2014abc,1994,5000,False,Backer
468825226.0,xBenJamminx,6909,1491,False,Backer
2366175961.0,HeyGabbaNoway,150,108,False,Backer
8.99305e+17,shauna_kuhn,10869,11749,False,Backer
