,tweet_id,user_id,screen_name,text,time,topic
82,9.66757E+17,2955593832,MargretKate,Um for your information he was at the White House.,2/22/2018 19:30,cnn
83,9.66753E+17,9.66337E+17,BillHar64659704,Yep another video taken down by the powers that be! Why don’t you mind your business and let me decide if it’s ok for me to watch! I assume that if it’s ok fake news msm to put on the 6:00 news it should be ok for twitter???? SMDH!,2/22/2018 19:13,cnn
84,9.66747E+17,1323769675,gbonagofski,@marcorubio,2/22/2018 18:50,cnn
85,9.66747E+17,4564135223,truthwarrior324,"If this doesn’t show the bias Lop sided reporting coming from CNN I don’t know what would. People, wake up!",2/22/2018 18:49,cnn
86,9.66745E+17,1490481792,esamuel101,So Kids if you want your life controlled and be told what to say be a Democrat,2/22/2018 18:42,cnn
87,9.66744E+17,40773807,RHinegardner,@CNN sucks,2/22/2018 18:38,cnn
88,9.66742E+17,1347076652,Brinksknowsbett,"He just want to show some love to his dumpers, and is ok, but always following that with real facts. No making something important is a personal matter.",2/22/2018 18:31,cnn
89,9.66737E+17,7.13405E+17,raisak715,CNN has their own little agenda socialist agenda they don’t believe in freedom of speech they don’t believe anyone that doesn’t side with them to talk The most despicable station areas with so-called reporters that’s not journalism looking for new jobs You should be,2/22/2018 18:08,cnn
90,9.66734E+17,885950761,DeplorableBUM,@CNN Disgusting Leftwing Media,2/22/2018 17:56,cnn
91,9.66733E+17,7.45759E+17,mamajefferson2,That’s because they found out he was a Fox News plant?,2/22/2018 17:56,cnn
92,9.66733E+17,1099566632,CORredbank,He was the only pro-gun rights advocate in the audience?,2/22/2018 17:54,cnn
93,9.66732E+17,7.97585E+17,DocHollday70,,2/22/2018 17:51,cnn
94,9.66727E+17,193589482,ScarletRoseRed,"U know that DIMS & RINOS HATE HATE HATE anybody who practices SELF-DEFENSE again MURDEROUS DIM HESSIANS.
DIMS voraciously defend their rapists & murderers against EVERY  MEASURE of DEFENSE.
That's why they BLOCKED Capital Punishment back in 1963
U've BEEN n DENIAL EVER SINCE THEN",2/22/2018 17:31,cnn
95,9.66719E+17,9.11758E+17,baller6388,The true crime is overcrowding in jails which doesn’t leave room for sickos like Cruz. The easiest and best way to reduce overcrowding is to (big surprise) KILL the people on Death Row.,2/22/2018 16:58,cnn
96,9.66718E+17,4149769393,kyestephens4,Figured CNN = Fake News ,2/22/2018 16:55,cnn
97,9.66716E+17,22971955,js4ms1,Why was CNN allowed there at all?  Hasn’t their press credentials been revoked by now?,2/22/2018 16:47,cnn
98,9.66716E+17,119151535,kianats,They don't care and will silence any opinion that isn't liberal. CNN will never be fair you can't expect them to be. Anyone that expects different is smoking crack. They don't provide news they are propagandists thats it an thats all.,2/22/2018 16:45,cnn
99,9.66707E+17,8.27358E+17,Lauradesigns1,#CNNFakeNews #CNNisPropaganda,2/22/2018 16:09,cnn
100,9.66705E+17,7.14643E+17,Reynoldsa69,"let's not forget...one of they're own...killed them.....
our kids have a disrespect problem..
no respect for personal property..no respect for life....a gun did not kill....
a disrespectful teenager did..
drinking and driving..drugs..and abortion are killing more than guns#potus",2/22/2018 16:02,cnn
101,9.66702E+17,22486853,KaranStJohn,That's why CNN has no credibility. They try to silence opposing views.,2/22/2018 15:51,cnn
102,9.66699E+17,1541137800,Georgia_RN_CCRN,And that's why I refuse to send money to these Swamp Dwellers either!!,2/22/2018 15:39,cnn
103,9.66697E+17,8.03643E+17,bmaat99,"clear headed, clear spoken. good training.  and no ""flubbing"" of his lines because they aren't ""lines"".",2/22/2018 15:30,cnn
104,9.66685E+17,3146211858,escals,"Wow @CNN a new low in calling Colton Haab a liar in your statement this morning. Your news organization is #authoritarian and whatever doesn’t fit your narrative, you exclude. Inclusive please. Return to unbiased journalism, at this point you’re the least trusted news.",2/22/2018 14:42,cnn
105,9.66683E+17,180990520,chachmalone,Anybody surprised that @cnn scripted questions?(Didn’t they give Hilary questions too) we all know @cnn “news” is fiction!,2/22/2018 14:34,cnn
106,9.66679E+17,156136699,hiweendomasa,he supports terrorists,2/22/2018 14:21,cnn
107,9.66678E+17,874679220,cin552001,Cnn is just to much. But Colton deserves our praise for standing up for what’s true,2/22/2018 14:17,cnn
108,9.66678E+17,9.33657E+17,rockon451,"The founding fathers gave you the 2nd amendment to protect the population of the US against a corrupt government or other county invading. Hitler said to conquer a county first disarm the population,founding fathers were wise don’t give up this amendment. NWO are working for this",2/22/2018 14:15,cnn
109,9.66678E+17,26631311,roharmon,I can’t wait for their town hall on stopping illegal aliens from killing our children.,2/22/2018 14:14,cnn
110,9.66671E+17,18802100,alexnason,"Factoid: Universities have been arming their campus security over the past ten years. It's not a new idea. It's a new world. In fact, once elementary and high schools start down that path any who don't can be held liable.",2/22/2018 13:48,cnn
111,9.66671E+17,18923609,TheTwoMajesties,,2/22/2018 13:48,cnn
112,9.66668E+17,861751639,Mganim4Ganim,#FakeCNN working feverishly to turn USA into Venezuela!  It’s actually hilarious at this point.  WE NEED MORE GUNS! God bless our 2nd amendment,2/22/2018 13:37,cnn
113,9.66667E+17,8.13914E+17,45theman,,2/22/2018 13:34,cnn
114,9.66667E+17,9.09923E+17,Julie2018Jack,CNN is sowing discord like Russian Bots,2/22/2018 13:32,cnn
115,9.66666E+17,3373159479,Seizetheday1200,OF COURSE CNN ALTERS QUESTIONS should be closed in any future election debates and if I was not a DEM I refuse to speak to the network,2/22/2018 13:29,cnn
116,9.66663E+17,8.15596E+17,Melvitech64,"When they deny someone an interview, it's ok, But when Trump denies them an interview and call them fake news, It's denying them their amendment rights and they go REEEEEEEEEEE.",2/22/2018 13:18,cnn
117,9.66659E+17,9.56037E+17,HillbillyTruth,Boy thats really fair isnt it.    Why they are at the bottom,2/22/2018 12:59,cnn
118,9.66655E+17,2259214387,Faith_rose1,And there you have it folks. The students that have been appearing for these tv interviews were scripted by the lame stream media to spew gun control propaganda,2/22/2018 12:46,cnn
119,9.66652E+17,60749726,PNWliving1982,You do realize this kid will now be vilified by the left for speaking out.,2/22/2018 12:31,cnn
120,9.66651E+17,279167748,STSTWO,Apparently #FakeCrowds,2/22/2018 12:27,cnn
121,9.66642E+17,2428836732,underdogette,Interesting. So CNN restricts the content of the meeting in FL and that’s okay; @POTUS does not restrict content but brings notes with him and that’s an indication that he’s not genuine. ,2/22/2018 11:51,cnn
122,9.6664E+17,7.77022E+17,lc65265,,2/22/2018 11:46,cnn
123,9.66636E+17,9.66631E+17,AnneLeake3,They do not want our American people to know the truth.,2/22/2018 11:28,cnn
124,9.66623E+17,3389569895,JackieGlo305,Colton Haab is a patriot. May God Bless Him! He resonates with the American people in a way that mini-Trotsky kid Cameron Kasky could never resonate. And CNN causes mass shootings! Nikolas Cruz did it all for the media coverage. And the FBI failed America! #ParklandStudentsSpeak,2/22/2018 10:38,cnn
125,9.66622E+17,3153713868,jazzyjenni77,#ColtonHaabSTRONG #ColtonHaabBRAVE,2/22/2018 10:35,cnn
126,9.66619E+17,274679926,dailycosmic,Is this true ? @cnn @ChrisCuomo,2/22/2018 10:19,cnn
127,9.6661E+17,49013218,deadmauz,,2/22/2018 9:44,cnn
128,9.66593E+17,2853383033,RuntotheRight,Typical...,2/22/2018 8:38,cnn
129,9.66593E+17,7.42607E+17,KarmaPolice2016,And how many did the White House in there powwow today you big puss bag.,2/22/2018 8:37,cnn
130,9.66588E+17,9.58559E+17,AmyG1Love,Such BS,2/22/2018 8:17,cnn
131,9.66585E+17,44131557,Stevie_V2,"he was a good guy with a question, right?",2/22/2018 8:05,cnn
132,9.66582E+17,16498257,DarthvaderRetur,,2/22/2018 7:53,cnn
133,9.66579E+17,9.19498E+17,yahboilaobao,Fuck off thwy never needed to use that cause they were lucky,2/22/2018 7:43,cnn
134,9.66579E+17,1388561,DudeAsInCool,You said you didnt watch the event,2/22/2018 7:42,cnn
